id_station;name_station;nama_propinsi;nama_kota;kecamatan;kelurahan;latt_station;long_station;elv_station;status_operasional;hp_petugas;tgl_pasang;addr_instansi;data_transport;instansi;nama_vendor
STA0137;ARG Catur;Bali;Kab. Bangli;Kintamani;;-8.223791366;115.2450447;;operasional;81529346467;9/13/2016;-;FTP;BPP Kintamani Barat;BMKG-MSP
STA0138;ARG Baturiti;Bali;Kab. Tabanan;Baturiti;Desa Candikuning;-8.260966072;115.1632997;1727;operasional;85954596365;9/13/2016;Jl. Raya Baturiti;FTP;UPTD BBI Kembang Merta;BMKG-MSP
STA0139;ARG Pupuan;Bali;Kab. Tabanan;Pupuan;;-8.344;115.03;778;operasional;83114631517;11/23/2010;-;FTP;BPP Pupuan;BMKG-MSP
STA0140;ARG Seririt;Bali;Kab. Buleleng;Seririt;Desa Tangguwisia;-8.1908;114.96;7;operasional;87762037367;11/23/2010;Jl. Raya Seririt;FTP;Lab Pertanian Tangguwisia;BMKG-MSP
STA0141;ARG Kubu;Bali;Kab. Karang Asem;Kubu;Desa Banyupoh;-8.23668;115.5556;29;operasional;81338466372;9/13/2016;Jl. Raya Singaraja - Gilimanuk;FTP;BMKG;BMKG-MSP
STA0156;ARG Tampak Siring;Bali;Kab. Gianyar;Tampak Siring;Tampak Siring;-8.4832;115.29433;305;operasional;85737705551;11/23/2010;Tampak siring;FTP;BPP Tampak Siring;BMKG-MSP
STA0157;ARG Kubutambahan (Ex ARG Tejakula);Bali;Kab. Buleleng;Kubutambahan;Kubutambahan;-8.081273824;115.2069973;42;operasional;87863066482;9/13/2016;Jalan Raya Air Sanih, Desa Kubutambahan, Kecamatan Kubutambahan, Kubutambahan, Buleleng,;FTP;SMA Bali Mandara;BMKG-MSP
STA0177;ARG Pekutatan;Bali;Kab. Jembrana;Pekutatan;Pulukan;-8.4245431;114.8379361;39.6;operasional;85738721915;3/8/2017;Jl. Raya Pupuan - Pekutatan;HTTP GET;PT Perkebunan Pulukan;BMKG-LSI
STG1009;ARG Pecatu;Bali;Kab. Badung;Kuta Selatan;Desa Pecatu;-8.82527;115.105756;124;operasional;856384535;9/16/2023;Sta. Klim. Kelas II Bali;;BMKG;
STG1062;ARG Selemadeg Barat;Bali;Kab. Tabanan;Selemadeg Barat;Lalang Linggah;-8.489718;114.953051;64;operasional;81353025688;4/23/2024;Lalang Linggah;;Dinas Pertanian Prov. Bali;BMKG-Campbell
STG1063;ARG Tista;Bali;Kab. Buleleng;Busung Biu;Tista;-8.356888;114.919266;753;operasional;81337061182;4/23/2024;Jl. Raya Tista Pupuan;;UPTD Kesatuan Pengelolaan Hutan Bali Utara;BMKG-Campbell
150086;ARG Malingping;Banten;Kab. Lebak;Malingping;Malingping Utara;-6.775808;106.010669;32;operasional;85289696176;9/11/2015;Kp Pasir Haur RT 13/RW 01.;HTTP GET;Dinas PUPR Kabupaten Lebak Provinsi Banten;BMKG-LSI
150087;ARG Banjarsari;Banten;Kab. Lebak;Banjar sari;Bendungan;-6.493481;106.015454;26;operasional;81386485900;9/10/2015;UPT PU Wilayah III;FTP;Dinas PUPR Lebak;BMKG-LSI
150088;ARG Kresek;Banten;Kota Tangerang;Kresek;Kresek;-6.127633;106.3802;10;operasional;85218977319;9/22/2015;JL Raya Syeh Nawawi No.10;HTTP GET;Dinas PUPR LDinas PUPR Kabupaten Tangerangebak;BMKG-LSI
150274;ARG Bendung Ciliman;Banten;Kab. Pandeglang;Banjarsari;Lebak Leusik;-6.611524;105.95678;18;operasional;85210828239;8/10/2017;BENDUNG CILIMAN;FTP;Dinas PUPR Kabupaten Lebak Provinsi Banten;MMI-LSI
150275;ARG Kramat Watu;Banten;Kota Serang;Kramat Watu;Margasana;-6.060724;106.130983;9;operasional;85890115354;8/9/2017;;FTP;Dinas PUPR Kabupaten Serang;MMI-LSI
150276;ARG Menes;Banten;Kab. Pandeglang;Menes;Menes;-6.376618;105.919965;110;operasional;85287206257;8/10/2017;Dinas PSDA Kab. Pandeglang;FTP;Dinas PUPR Kabupaten Pandeglang;MMI-LSI
150277;ARG Padarincang;Banten;Kab. Serang;Padarincang;Kadu beureum;-6.220089;105.933051;108;operasional;85774333554;8/10/2017;Jl. Raya Palka Padarincang ;FTP;UPTD PUPR Kecamatan Padarincang;MMI-LSI
150278;ARG Banjar Irigasi;Banten;Kab. Lebak;Lebak Gedong;Banjar Irigasi;-6.569224;106.411325;22;operasional;85776836511;8/11/2017;Pasir Ona Rangkas Bitung;FTP;Dinas PUPR Lebak;MMI-LSI
30001;PH Digital Tigaraksa;Banten;Kab. Tangerang;Tigaraksa;Tapos;-6.2956944;106.4755556;42;operasional;6.28128E+12;2/12/2020;BPP Carenang;HTTP GET;BPP Carenang;
30003;PH Digital Kibin;Banten;Kab. Serang;Kibin;Kentos;-6.1301944;106.3135556;10;operasional;81511169026;2/12/2020;PU Pengairan Serang;HTTP GET;Dinas PUPR Kabupaten Serang;
30010;BPP Cimanuk (PH);Banten;Kab. Pandeglang;Cimanuk; Batu Bantar;-6.3506;106.0436;194;operasional;87871284443;10/24/2019; Jl. Raya Labuhan - Pandeglang;FTP;Dinas PUPR Kabupaten Pandeglang;
30011;BPP Sepatan (PH);Banten;Kab. Tangerang;Sepatan;Pondok Jaya;-6.116474;106.584349;110;operasional;8.95322E+11;10/28/2019;Jl. Raya Paku Haji No. 3;FTP;BPP Sepatan;
30012;BPTPHP Serang (PH);Banten;Kota Serang; Kasemen;Sawah luhur;-6.041636;106.2038;4;operasional;81220262231;10/24/2019;Jl. Sawah Luhur Pos KM. 07;FTP; BPTPHP Serang;
STA0033;ARG Cisalak Baru;Banten;Kab. Tangerang;Maja;Cisalak;-6.373468;106.302063;78;operasional;85289737465;9/13/2016;KEBUN CISALAK;HTTP GET;PTPN VIII Kebun Cisalak Baru;BMKG-MSP
STA0034;ARG Ciomas;Banten;Kab. Serang;Ciomas;Ciomas;-6.204;106.0168;155;operasional;81386080886;9/13/2016;-;HTTP GET;Kantor Kecamatan Ciomas;BMKG-MSP
STA0035;ARG Pandeglang;Banten;Kab. Pandeglang;Karang Tanjung;;-6.28679;106.125497;220;operasional;81808539029;9/13/2016;GRH Pancasila No 2;HTTP GET;Dinas PUPR Kabupaten Pandeglang;BMKG-MSP
STA0036;ARG Cikeusal Timur;Banten;Kota Serang;Cikeusal;Cikeusal;-6.260025;106.27774;14;operasional;85946501228;9/13/2016;Jalan Ahmad Suryadi Sudirja Serang;FTP;Dinas PUPR Kabupaten Serang Provinsi Banten;BMKG-MSP
STA0146;ARG Mauk;Banten;Kab. Tangerang;Mauk;Mauk;-6.06467902;106.5302122;6;operasional;85773873834;9/13/2016;-;FTP;BPP Mauk;BMKG-MSP
STA0147;ARG Cirinten;Banten;Kab. Lebak;Cirinten;;-6.62840184;106.1550015;379;operasional;85715809870;9/13/2016;BPP CIRINTEN;HTTP GET;Dinas Pertanian dan Perkebunan Kabupaten Lebak;BMKG-MSP
STA0242;ARG Rekayasa Bojongmenteng;Banten;Kab. Lebak;Leuwidamar;;-6.584045;106.208975;192;operasional;81511755563;12/3/2020;;HTTP GET;Kantor Desa Bojongmenteng;
STA0243;ARG Rekayasa Sobang;Banten;Kab. Lebak;Sobang;;-6.6596;106.3043;583;operasional;6.28389E+12;12/3/2020;;HTTP GET;Kecamatan Sobang;
STA3201;ARG SMPK Panggarangan;Banten;Kab. Lebak;Panggarangan;Panggarangan;-6.908222;106.173298;4;operasional;6.28772E+12;9/10/2016;Jl MALINGPING-BAYAH;FTP;Kecamatan Panggarangan;BMKG-LSI
STA9003;ARG Rekayasa STMKG;Banten;Kota Tangerang Selatan;Pondok Aren;Pondok Betung;-6.2651616;106.74869;70;operasional;81398888485;12/4/2016;;HTTP GET;Stasiun Klimatologi Banten;BMKG-Rekayasa
STA9007;ARWS Rekayasa Stageof Tangerang;Banten;Kota Tangerang;Tangerang;Tangerang;-6.172;106.647;13;operasional;85695527624;8/10/2017;;HTTP GET;Stageof Tangerang;BMKG-Rekayasa
STAL111;ARG BPP Balaraja Tangerang;Banten;Kota Tangerang;Sukamulya;Merak;-6.156485;106.418242;15;operasional;87897538310;11/30/2018;Jl. Raya Balaraja No.72;FTP;BPP Kaliasin;
STAL112;ARG Tirtayasa;Banten;Kota Serang;Tirtayasa;Tanara;-6.024102;106.32961;7;operasional;87806725247;11/30/2018;Jl. Sultan Agung Tirtayasa;FTP;PUPR Dirjen SDA BBWS Cidanau-Ciujung-Cidurian ;
STG1002;ARG RPH CILEGON;Banten;Kota Cilegon;Jombang;Panggung Rawi;-6.0040262;106.0850053;4;operasional;87808176907;12/1/2021;;;Dinas Pertanian Peternakan & Kelautan Kota Cilegon;
STG1004;ARG Mandalawangi;Banten;Kab. Pandeglang;Mandalawangi;Cikoneng;-6.309841;105.988958;420;operasional;85892625991;11/2/2022;Kantor Kecamatan Mandalawangi, Jl Raya Pndeglang Pari KM.14, Mandalawangi, Cikoneng, Kabupaten Pandeglang Banten 42261;;Dinas PUPR Kabupaten Lebak Provinsi Banten;BMKG-Campbell
150153;ARG PH Kabawetan;Bengkulu;Kab. Kepahiang;Kabawetan;Tangsi Baru;-3.60383;102.5941;802;operasional;82282395125;9/13/2016;Desa Tangsi Baru, Kec. Kabawetan;FTP;PT Sarana Mandiri Mukti;MMI-LSI
150154;ARG Bukit Kaba;Bengkulu;Kab. Rejang Lebong;Selupu Rejang;Sumber Urip;-3.4781;102.645;1174;operasional;81328800877;9/13/2016;Sumber Urip, Selupu Rejang, Rejang Lebong;FTP;PGA BUKIT KABA ;MMI-LSI
150155;ARG BPK Airmajunto;Bengkulu;Kab. Muko-Muko;Air Majunto;Sido Makmur;-2.50612;101.18774;172;operasional;85267503907;9/13/2016;JL Poros Kecamatan.;FTP;BPP Air Manjunto;BMKG-LSI
150186;ARG Batu Roto;Bengkulu;Kab. Bengkulu Utara;Hulu Palik;Batu Roto;-3.473366;102.299309;350;operasional;82371865636;8/9/2016;Jl Protokol Lubuk Durian Arga Makmur;HTTP GET;BPP Hulu Palik Baturoto;MMI-LSI
150187;ARG Padang Jaya;Bengkulu;Kab. Bengkulu Utara;Padang Jaya;Lubuk Banyau;-3.36063;102.077021;77;operasional;81367319155;8/9/2016;Lubuk Banyau;FTP;BPP Padang Jaya Kuro Tidur;MMI-LSI
150188;ARG Bunga Mas;Bengkulu;Kab. Bengkulu Selatan;Bunga Mas;Gindo Suli;-4.501679;102.9718749;40;operasional;81367582009;8/10/2016;Jl Lintas Sumatra Km 12 Bunga Mas;HTTP GET;BP3K Bunga Mas ;MMI-LSI
150189;ARG Kedurang Ilir;Bengkulu;Kab. Bengkulu Selatan;Kedurang Ilir;Air Sulau;-4.542978;103.0685129;47;operasional;85377463707;8/11/2016;Jl Lintas Barat Bengkulu Lampung;FTP;Bp3K Sulau BPP Sulau;MMI-LSI
150190;ARG Kaur Selatan;Bengkulu;Kab. Kaur;Kaur Selatan;Padang Petrun;-4.759099;103.350085;60;operasional;81278297608;8/11/2016;Kaur Selatan;HTTP GET;Dinas Pertanian Tingkat II Kaur;MMI-LSI
150281;ARG Talang Pauh;Bengkulu;Kab. Bengkulu Tengah;Pondok Kelopopo;Pondo Kelopo 1;-3.694143;102.245;24;operasional;81271787705;9/5/2017;Jl. Raya Bengkulu Lais Km. 15 Pondok Kelapo;FTP;BPP Talang Pauh;MMI-LSI
150282;ARG Ipuh;Bengkulu;Kab. Muko-Muko;Ipuh;Pulau payung;-2.99579;101.49364;35;operasional;82373886634;9/7/2017;;FTP;BPP MEDAN JAYA ;MMI-LSI
150283;ARG Air Rami;Bengkulu;Kab. Muko-Muko;Air Rami;Rami mulya;-3.09592;101.55373;30;operasional;81393355905;9/6/2017;Komp Perkantoran Dinas pertanian;FTP;BPP air rami;MMI-LSI
STA0085;ARG Rejang Lebong;Bengkulu;Kab. Rejang Lebong;Bermani Ulu Raya;;-3.351756;102.443273;988;operasional;85383619792;9/13/2016;Jl. Ir Rustandi Sugianto, gang Semen, Kota Bengkulu;FTP;BBI Holtikultural;BMKG-MSP
STA0216;ARG Karang Tinggi;Bengkulu;Kab. Bengkulu Tengah;Karang Tinggi;Ujung Karang;-3.77436389;102.390886;65;operasional;81272327162;9/7/2020;Jl. Raya Bengkulu - Kepahiyang, KM.20;HTTP GET;BP3K Bengkulu Tengah ;
STA0261;ARG Semidang Alas Maras;Bengkulu;Kab. Seluma;Semindang Alas Maras;Tedunan;-4.31035;102.755911;17;operasional;82299290387;4/20/2021;Komplek Perkantoran Tanjung Aur Seluma;;BPP Kembang Mompu;
STA9012;ARG Rekayasa Sukaraja Seluma;Bengkulu;Kab. Seluma;Sukaraja;Talang Benuang;-3.9694417;102.4185;36;operasional;85273271505;8/21/2017;Desa Talang Benuang, Sukaraja, Seluma;HTTP GET;BPP Kec. Sukaraja;BMKG-Rekayasa
STAL071;ARG BP3 Tes;Bengkulu;Kab. Lebong;Lebong Selatan;Tes;-3.226881;102.34502;601;operasional;85267937800;11/22/2018;Jl. Raya Curup - Muara Aman.;HTTP GET;BP3 Tes;
STAL072;ARG Suka Bumi;Bengkulu;Kab. Lebong;Lebong sakti;Suka Bumi;-3.139963;102.2441;362;operasional;81367670187;11/23/2018;Jl. Raya Curup - Muara Aman. Komplek Rumah Dinas Ka UPTD;FTP;BP3 Suka Bumi;
150306;ARG Piyungan;DI Yogyakarta;Kab. Bantul;Piyungan;Srimartani;-7.82413;110.4754;95;operasional;8190493943;8/24/2017;Piyungan, Bantul;FTP;Balai Benih Piyungan;MMI-LSI
150307;ARG Moyudan;DI Yogyakarta;Kab. Sleman;Moyudan;Sumber Agung;-7.739689336;110.2631438;150;operasional;85156055950;8/28/2017;Moyudan, Sleman;FTP;BP 4 Wil 1 Sleman;MMI-LSI
150308;ARG Kalibawang;DI Yogyakarta;Kab. Kulon Progo;Kalibawang;Banjarharjo;-7.687176;110.25779;160;operasional;82324641334;8/21/2017;Ngrajun, Banjarharjo, Kalibawang, K.Progo;FTP;BPP Kalibawang;MMI-LSI
150309;ARG Panjatan;DI Yogyakarta;Kab. Kulon Progo;Panjatan;tayuban;-7.925;110.159;10;operasional;85743383211;8/22/2017;Panjatan, Tayuban, ARG. Panjatan;HTTP GET;BMKG;MMI-LSI
150310;ARG Waduk Sermo;DI Yogyakarta;Kab. Kulon Progo;Kokap;Sermo Lor Hargowilis;-7.823245;110.123754;169;operasional;87839539255;8/24/2017;Jl. Solo Janti Yogyakarta;FTP;BBWSO Yogyakarta;MMI-LSI
STA0012;ARG Playen;DI Yogyakarta;Kab. Gunung Kidul;Playen;Bandung;-7.9214;110.5611;204;operasional;82322462199;9/13/2016;Jl. Yogya-Wonosari KM 8.5 Bandung, Playen, Gunung Kidul;HTTP GET;BPP Playen;BMKG-Campbell
STA0013;ARG Saptosari;DI Yogyakarta;Kab. Gunung Kidul;Saptosari;Jetis;-8.04;110.496;308;operasional;87779754306;9/13/2016;Jl.Raya Panggang - Wonosari, Saptosari, Gunung Kidul;HTTP GET;BPP Saptosari;BMKG-Campbell
STA0158;ARG Tepus;DI Yogyakarta;Kab. Gunung Kidul;Tepus;Sidoharjo;-8.0994;110.6286;244;operasional;81804195629;9/13/2016;JL Wonosari - Jepitu KM 14.7, Bintaos;HTTP GET;BPP Tepus;BMKG-MSP
STA0179;ARG Kepuharjo;DI Yogyakarta;Kab. Sleman;Cangkringan;Kepuharjo;-7.6235;110.448;669;operasional;857490411;7/13/2017;Kantor Balai Cangkringan, Sleman;HTTP GET;Kantor Balai Desa Kepuharjo;BMKG-MSP
STA3215;ARG SMPK Sleman;DI Yogyakarta;Kab. Sleman;Ngemplak;Karangsari - Wedomartani;-7.750058;110.4198;172;operasional;8990742111;9/10/2016;Karangsari, Wedomartan, Ngemplak, Sleman;FTP;BPTP Yogyakarta;BMKG-LSI
30009;ARG Pakubuwono;DKI Jakarta;Jakarta Selatan;Pakubuwono;Gunung;-6.2331047;106.7931924;15;operasional;811974927;4/19/2021;;HTTP GET;Stasiun Klimatologi Banten;
30013;BPP Sukapura (PH);DKI Jakarta;Jakarta Utara;Cilincing;Marunda;-6.131808;106.957408;2;operasional;85880683807;7/19/2022; Jl. Malaka I Gg. Veteran;FTP;BPP Sukapura;
STA0026;ARG Manggarai;DKI Jakarta;Jakarta Selatan;Menteng;Manggarai;-6.20748;106.8487;8;operasional;81295823390;9/28/2022;-;HTTP GET;SDA Provinsi DKI Jakarta;BMKG-MSP
STA0027;ARG Ciganjur;DKI Jakarta;Jakarta Selatan;Jagakarsa;Ciganjur;-6.3443;106.799;51;operasional;89602522651;9/13/2016;JL Brigif Raya KV Pemadam.;HTTP GET;SDA Provinsi DKI Jakarta ;BMKG-MSP
STA0028;ARG Pulomas;DKI Jakarta;Jakarta Timur;Kelapa Gading;Kelapa Gading;-6.16666;106.8809;1;operasional;8.9562E+11;7/21/2022;Jl. Perintis Kemerdekaan;HTTP GET;Gedung Pompa Air Pulomas;BMKG-MSP
STA0029;ARG Lebak Bulus;DKI Jakarta;Jakarta Selatan;Cilandak;;-6.304318;106.7774;39;operasional;81389845026;9/15/2022;JL Pertanian Raya no.47;HTTP GET;Kebun dan Laboratorium Lebak Bulus Jakarta;BMKG-MSP
STA0030;ARG Tomang;DKI Jakarta;Jakarta Barat;Tomang;Tanjung Duren;-6.166699;106.78;2;operasional;85325244441;9/13/2016;Jl. Tj. Duren Utara;FTP;SDA Provinsi DKI Jakarta;BMKG-MSP
STA0031;ARG Kelapa Gading;DKI Jakarta;Jakarta Utara;Kelapa Gading;Kelapa Gading;-6.166633;106.9136;1;operasional;8.81024E+11;9/13/2016;-;HTTP GET;Dinas SDA DKI Jakarta;BMKG-MSP
STA9001;ARG Rekayasa Kemayoran;DKI Jakarta;Jakarta Pusat;Kemayoran;;-6.155415;106.842308;1;operasional;81316511345;3/1/2016;Jl.Angkasa No.1;HTTP GET;Sub Bidang Instrumentasi Rekayasa Klimatologi;BMKG-Rekayasa
STG1011;ARG Kebun Bibit Ragunan;DKI Jakarta;Jakarta Selatan;Pasar Minggu;Ragunan;-6.2952608;106.8194739;39;operasional;8170943142;7/25/2023;Jl. Harsono RM No. 1 Rt. 001/04 Kel. Ragunan Ps. Minggu, Jakarta Selatan;;Kebun Bibit Ragunan;BMKG-Campbell
STG1012;ARG Kembangan Utara;DKI Jakarta;Jakarta Barat;Kembangan;Kembangan Utara;-6.174436;106.732117;10;operasional;896356830;8/8/2023;Jl. K.H. Hasyim, RT.1/RW.1, Kembangan Utara, Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610;;Dinas SDA DKI Jakarta;BMKG-Campbell
150347;ARG BPP Kwandang;Gorontalo;Kab. Gorontalo Utara;Kwandang;Titidu;0.828205;122.919503;12;operasional;82192617536;9/13/2017;Jl. Trans Sulawesi;FTP;BPP Kwandang;MMI-LSI
150348;ARG BPP Tolangohula;Gorontalo;Kab. Gorontalo;Tolangohula;Sukamakmur;0.70253;122.559914;29;operasional;85394296431;9/15/2017;Jl. Raya Talanghula;FTP;BPP Tolangohula;MMI-LSI
STA0113;ARG Sumalata;Gorontalo;Kab. Gorontalo Utara;Biau;Buloila;0.991668;122.22077;7;operasional;85240323976;9/13/2008;-;FTP;BP3K Biau;BMKG-MSP
STA0135;ARG Bone Bolango;Gorontalo;Kab. Bone Balango;Suwawa Timur;Tulabola Timur;0.5131;123.24;70;operasional;82195312976;9/13/2011;Desa Tulabola Timur Kecamatan Suwawa Timur;HTTP GET;BPP Suwawa Timur;BMKG-MSP
STA0182;ARG Bulango Ulu;Gorontalo;Kab. Bone Balango;Bulango Ulu;Mongiilo;0.6603374;123.13338;103;operasional;85267862812;3/1/2017;;FTP;BPP Bolango Ulu;BMKG-MSP
STA0221;ARG Sumalata Timur;Gorontalo;Kab. Gorontalo Utara;Sumalata Timur;Motihelumo;0.954778;122.562976;2;operasional;82346854040;8/25/2020;Komplex Block Plan Kwandang;HTTP GET;BPP Sumalata;
STA0222;ARG Dulupi;Gorontalo;Kab. Boalemo;Dulupi;Mohungo;0.578597904;122.4316559;88;operasional;82293989439;8/25/2020;Jl. Trans Sulawesi Pangi Boalemo;HTTP GET;Dinas Pertanian Gorontalo Utara;
STA0266;ARG Gentuma Raya;Gorontalo;Kab. Gorontalo Utara;Gentuma Raya;Bohusami;0.9241057;123.0321265;39;operasional;83133783806;3/25/2021;;;BPP Gentuma Raya;
STAL251;ARG Bone Pantai;Gorontalo;Kab. Bone Balango;Bonepantai;Tunas Jaya;0.39733;123.20953;30;operasional;82344810507;11/18/2018;;FTP;BPP Bone Pantai;
STAL252;ARG Popayato;Gorontalo;Kab. Pahuwato;Popayato;Desa Popayato;0.50763;121.47099;14;operasional;81244400032;11/24/2018;BPP Popayato;FTP;BPP Popayato Barat;
150001;ARG Tebo Ulu;Jambi;Kab. Tebo;Tebo Ulu;Pulau Temiang;-1.2394;102.2383;-;operasional;85266004338;6/17/2015;Pulau Temiang, Tebo Ulu, Tebo;FTP;BMKG;BMKG-LSI
150002;ARG Sungai Manau;Jambi;Kab. Merangin;Sungai Manau;Benteng;-2.1162;102.0096;-;operasional;82249281110;6/16/2015;Kantor UPTD Dinas Pertanian Sungai Manau;FTP;BMKG;BMKG-LSI
150003;ARG Muara Bulian;Jambi;Kab. Batanghari;Muara Bulian;Muara Bulian;-1.714715;103.2642;0;operasional;85266522052;6/15/2015;Jl. Jendral Sudirman, Muara Bulian;FTP;BMKG;BMKG-LSI
150004;ARG Pamenang Barat;Jambi;Kab. Merangin;Pemenang Barat;Pinang Merah;-2.12231;102.4129;0;operasional;81379658348;6/16/2015;Kantor BP3K Pemenang Barat;FTP;BMKG;BMKG-LSI
150005;ARG Sumay;Jambi;Kab. Tebo;Sumay;Teluk Singkawang;-1.378143;102.4184;0;operasional;82289547611;6/14/2015;BPP Kecamatan Sumay,Kabupaten Tebo;FTP;BMKG;BMKG-LSI
150161;ARG Singkut;Jambi;Kab. Sarolangun;Singkut;Pasar Singkut;-2.514652;102.668109;0;operasional;82281161174;7/29/2016;Jl Budi Utomo KM 5;FTP;BMKG;MMI-LSI
150162;ARG Pengabuan;Jambi;Kab. Tanjung Jabung Barat;Pengabuan;Teluk Nilau;-0.839798;103.208483;0;operasional;85368308618;7/27/2016;Jl Sultan Thaha;HTTP GET;BMKG;MMI-LSI
150163;ARG Rantau Rasau;Jambi;Kab. Tanjung Jabung Timur;Rantau Rasau;Bandar Jaya;-1.21168;104.068794;0;operasional;82177168844;7/26/2016;Jl Sungai Puding;FTP;BMKG;MMI-LSI
150164;ARG Tanah Sepenggal;Jambi;Kab. Bungo;Tanah Sepenggal;Teluk Pondok;-1.428512;102.028278;;operasional;85366553558;7/28/2016;Jl Tanah Tumbuh Km16;HTTP GET;BP3K Tanah Sepenggal;MMI-LSI
150165;ARG Sekernan;Jambi;Kab. Muaro Jambi;Sekernang;Bukit Baling;-1.449861;103.5198;-;operasional;85267464478;7/29/2016;Komp. perkantoran bukit cintokenang;FTP;BMKG;MMI-LSI
150270;ARG Kumun Debai;Jambi;Kota Sungai Penuh;Kumun Debai;Kumun Mudik;-2.0926423;101.4140587;0;operasional;85266238177;8/17/2020;;HTTP GET;BMKG;MMI-LSI
150271;ARG Jujuhan Ilir;Jambi;Kab. Bungo;Jujuhan Ilir;Bukit Sari ;-1.160127;101.888313;0;operasional;81366603708;9/21/2017;Jl. Lintas Tengah Sumatera;FTP;BMKG;MMI-LSI
150272;ARG Pelepat ilir;Jambi;Kab. Bungo;Pelepat Ilir;Purwosari;-1.629312;102.348282;0;operasional;82375586035;9/21/2017;Jl. Asahan desa Purwosari;FTP;BMKG;MMI-LSI
150273;ARG Batang Asam;Jambi;Kab. Tanjung Jabung Barat;Batang Asam;Sri Agung;-1.045142;102.927772;;operasional;85268759139;9/24/2017;;FTP;BP3K Kec. Batang Hari;MMI-LSI
150293;ARG Kumpeh Ulu;Jambi;Kab. Muaro Jambi;Kumpeh Ulu;Arang Arang;-1.596262;103.796127;0;operasional;82380945150;9/25/2017;Jl. Suak Kandis km 35;FTP;BMKG;MMI-LSI
STA0086;ARG Pauh Sarolangun (Ex ARG Staklim Muaro Jambi);Jambi;Kab. Sarolangun;Pauh;Pauh;-2.1392;102.8159;43;operasional;85377225992;9/11/2017;Jl. Lintas Sarolangun-Tembesi KM.24;HTTP GET;BMKG;BMKG-MSP
STA0087;ARG Merlung (Ex ARG Sarolangun);Jambi;Kab. Tanjung Jabung Barat;Merlung; Tanjung Beranak;-1.3824;102.977;-;operasional;82280617237;9/13/2016;PT. WKS Distrik IV;HTTP GET;BMKG;BMKG-MSP
STA0088;ARG Tanjung Jabung Barat;Jambi;Kab. Tanjung Jabung Barat;Tungkal Ulu;;-0.8418889;103.4266;4;operasional;85266655280;9/13/2016;;HTTP GET;BMKG;BMKG-MSP
